originTAZ,destTAZ,tt_da,cost_da,tt_sr,cost_sr,tt_walk,tt_bike,tt_wt,accTime_wt,egrTime_wt,iWait_wt,xWait_wt,cost_wt,tt_dt,accTime_dt,egrTime_dt,iWait_dt,xWait_dt,cost_dt,weights,dist_car,accDist_dt,avail_da,avail_sr,avail_walk,avail_bike,avail_wt,avail_dt,choice,obsID
83,1,51.47,1.4488,51.47,0.72441,133.94,23.07,22.48,15.4,17.4,3.11,0,1.66,35.6,24.83,24.98,3.38,0,3.26,51,8.21,13.14,1,1,1,0,1,1,1,16227
83,485,160.02,16.738,155.08,8.3691,1701.66,293.06,0,0,0,0,0,0,0,0,0,0,0,0,51,94.85,0,1,1,0,0,0,0,1,16228
1431,926,112.35,12.244,112.35,6.1221,1054.03,181.53,160.13,23.6,25.5,19.78,31.875,6.52,86.135,17.06,9.74,14.34,3.75,4.29,161,60.43,24.55,1,1,0,0,1,1,1,16229
470,350,65.27,6.4165,53.06,3.2082,652.74,112.42,0,0,0,0,0,0,0,0,0,0,0,0,53.5,36.36,0,1,1,0,0,0,0,1,16230
470,350,51.52,6.2912,51.52,3.1456,652.74,112.42,0,0,0,0,0,0,0,0,0,0,0,0,53.5,35.65,0,1,1,0,0,0,0,1,16231
299,355,56.48,2.4035,56.48,1.2018,263.63,45.4,0,0,0,0,0,0,27.615,39.45,32.46,10.625,32.5,2.34,21,13.62,19.1,1,1,0,1,0,1,2,16232
299,355,56.48,2.4035,56.48,1.2018,263.63,45.4,0,0,0,0,0,0,27.615,39.45,32.46,10.625,32.5,2.34,21,13.62,19.1,1,1,0,1,0,1,2,16233
1112,1170,98.66,7.2759,75.97,2.4253,694.41,119.59,121.95,18.4,18.4,24,65.04,6.74,102.86,15.96,15.91,19.5,35.73,4.73,72,41.23,2.78,1,1,0,0,1,1,2,16234
1112,1111,9.93,0.30353,9.93,0.10118,33.32,5.74,3.81,15.2,15.2,24,0,2.12,7,25.36,25.31,15,0,1.66,72,1.72,2.78,1,1,1,1,1,1,2,16235
1112,1122,18.88,0.84176,18.88,0.42088,87.22,15.02,0,0,0,0,0,0,0,0,0,0,0,0,72,4.77,0,1,1,1,1,0,0,1,16236
653,430,55.87,4.8406,55.87,2.4203,520.68,89.67,0,0,0,0,0,0,104.58,20.96,22.71,17,25,3.895,515,27.43,12.575,1,1,0,0,0,1,1,16237
758,966,133.79,10.166,98.94,5.0832,1065.79,183.55,115.54,29.2,29.2,12.5,12.5,6.47,76,30.46,30.79,15,0,4.46,64.5,57.61,6.48,1,1,0,0,1,1,1,16238
758,966,133.79,10.166,98.94,5.0832,1065.79,183.55,115.54,29.2,29.2,12.5,12.5,6.47,76,30.46,30.79,15,0,4.46,64.5,57.61,6.48,1,1,0,0,1,1,1,16239
1403,1403,68.32,1.6659,68.32,0.83294,389.36,67.06,0,0,0,0,0,0,0,0,0,0,0,0,89,9.44,0,1,1,0,0,0,0,1,16240
1334,1332,22.18,0.94765,22.18,0.47382,103.74,17.87,17.465,21.8,21.8,24,0,2.12,8.73,19.42,18.02,19.58,0,2.12,56.5,5.37,3.56,1,1,1,1,1,1,2,16241
336,315,33.09,2.0382,33.09,1.0191,194.75,33.54,67.175,14.4,14.4,24,0,2.34,22,17.28,16.76,24,0,4,48,11.55,3.14,1,1,0,1,1,1,1,16242
336,315,33.09,2.0382,33.09,1.0191,194.75,33.54,67.175,14.4,14.4,24,0,2.34,22,17.28,16.76,24,0,4,48,11.55,3.14,1,1,0,1,1,1,1,16243
336,401,34.44,2.2288,34.44,1.1144,244.28,42.07,0,0,0,0,0,0,0,0,0,0,0,0,48,12.63,0,1,1,0,1,0,0,1,16244
336,401,42.6,2.2924,33.79,1.1462,244.28,42.07,0,0,0,0,0,0,0,0,0,0,0,0,48,12.99,0,1,1,0,1,0,0,1,16245
1178,1178,11.32,0.34588,11.32,0.17294,98.74,17.01,0,0,0,0,0,0,0,0,0,0,0,0,56,1.96,0,1,1,1,1,0,0,1,16246
1178,1178,11.32,0.34588,11.32,0.17294,98.74,17.01,0,0,0,0,0,0,0,0,0,0,0,0,56,1.96,0,1,1,1,1,0,0,1,16247
1309,1314,70.77,4.2565,70.77,2.1282,466.92,80.41,0,0,0,0,0,0,0,0,0,0,0,0,27.5,24.12,0,1,1,0,0,0,0,1,16248
1309,1314,70.77,4.2565,70.77,2.1282,466.92,80.41,0,0,0,0,0,0,0,0,0,0,0,0,27.5,24.12,0,1,1,0,0,0,0,1,16249
213,123,52.8,3.8082,52.8,1.9041,348.45,60.01,59.91,23.4,20.9,7.995,6.875,4.845,24,27.77,24.82,4.38,0,3.1,148,21.58,10.03,1,1,0,1,1,1,1,16250
213,237,24.16,1.0094,24.16,0.50471,110.82,19.09,26.74,18.8,18.8,11,0,2.34,6,15.21,15.86,24,0,2.34,148,5.72,4.74,1,1,1,1,1,1,2,16251
213,237,24.66,1.0094,24.66,0.50471,110.82,19.09,23.76,18.8,18.8,11,0,2.34,6,15.56,15.28,24,0,2.34,148,5.72,4.74,1,1,1,1,1,1,2,16252
913,71,92.74,8.1182,92.74,4.0591,649.99,111.94,64.26,12.8,7.8,12,6.125,3.59,75.355,23.84,23.95,10,7.375,5.32,46.5,37.05,11.61,1,1,0,0,0,1,1,16253
701,771,122.74,15.685,122.74,7.8424,1618.51,278.74,0,0,0,0,0,0,0,0,0,0,0,0,39.5,88.88,0,1,1,0,0,0,0,1,16254
701,771,165.06,15.634,141.44,7.8168,1618.51,278.74,0,0,0,0,0,0,91.71,9.02,14.2,12,25,5.79,39.5,88.59,2.27,1,1,0,0,0,0,1,16255
701,410,115.86,10.564,99.09,5.2818,1095.91,188.74,0,0,0,0,0,0,100.9,30.82,51.95,22,5,4.49,39.5,59.86,18.55,1,1,0,0,0,1,6,16256
701,410,115.86,10.564,99.09,5.2818,1095.91,188.74,0,0,0,0,0,0,100.9,30.82,51.95,22,5,4.49,39.5,59.86,18.55,1,1,0,0,0,1,6,16257
91,266,80.86,8.7212,80.86,4.3606,854.61,147.18,62.325,8,5.6,8.5,19,2,43.95,8,20.7,12,12.86,2.16,84,49.42,4.21,1,1,0,0,0,0,2,16258
91,331,121.2,12.175,121.2,6.0874,1191.77,205.25,85.385,4.2,18.8,5,37.5,4.75,152.56,28.64,28.13,24,45,6.88,84,68.99,8.46,1,1,0,0,0,1,1,16259
715,718,34.19,1.4506,34.19,0.72529,159.02,27.39,0,0,0,0,0,0,0,0,0,0,0,0,82,8.22,0,1,1,0,1,0,0,1,16260
715,718,33.09,1.4506,33.09,0.72529,159.02,27.39,0,0,0,0,0,0,0,0,0,0,0,0,82,8.22,0,1,1,0,1,0,0,1,16261
715,718,33.09,1.4506,33.09,0.72529,159.02,27.39,0,0,0,0,0,0,0,0,0,0,0,0,82,8.22,0,1,1,0,1,0,0,1,16262
715,718,34.19,1.4506,34.19,0.72529,159.02,27.39,0,0,0,0,0,0,0,0,0,0,0,0,82,8.22,0,1,1,0,1,0,0,2,16263
1090,1089,30.04,1.7629,30.04,0.88147,167.16,28.79,42,24.2,24.2,24,0,2.12,49.56,24.8,22.4,24,30,4.24,66,9.99,9.1,1,1,0,1,1,1,2,16264
1090,1235,35.66,3.9676,35.66,1.9838,242.13,41.7,62.7,13,7.8,12,18.09,4.24,79.145,32.48,19.52,15.75,27,4.96,66,13.53,18.5,1,1,0,1,0,1,2,16265
221,110,51.7,4.3976,51.7,2.1988,448.59,77.26,96.215,28.2,28.2,9.06,17.1,7.27,55.265,20.57,21.76,5.38,5.5,4.92,41,24.92,9.83,1,1,0,0,1,1,2,16266
221,110,51.7,4.3976,51.7,2.1988,448.59,77.26,96.215,28.2,28.2,9.06,17.1,7.27,55.265,20.57,21.76,5.38,5.5,4.92,41,24.92,9.83,1,1,0,0,1,1,2,16267
221,1018,129.91,10.091,129.91,5.0456,853.1,146.92,128.62,32.2,18,15.56,22.5,6.67,48.2,21.97,38.34,12.5,0,3.16,41,48.23,26.28,1,1,0,0,1,1,6,16268
221,1018,129.91,10.091,129.91,5.0456,853.1,146.92,124.35,32.2,32.2,13.06,14.35,6.67,48.2,21.97,39.84,11.25,0,3.16,41,48.23,26.33,1,1,0,0,1,1,6,16269
1337,1415,150.5,8.6488,150.5,4.3244,941.98,162.23,0,0,0,0,0,0,0,0,0,0,0,0,59,49.01,0,1,1,0,0,0,0,1,16270
1337,1415,158.97,8.6488,158.97,4.3244,941.98,162.23,0,0,0,0,0,0,0,0,0,0,0,0,59,49.01,0,1,1,0,0,0,0,1,16271
236,1443,110.77,11.312,110.76,5.6562,946.68,163.04,144.56,25.2,33.6,22,37.965,5.83,108.06,31.27,38.74,13.13,7.965,5.86,367,50.73,30.6,1,1,0,0,1,1,6,16272
236,1443,110.77,11.312,110.76,5.6562,946.68,163.04,150.07,25.2,32,15.5,13.8,5,117.01,31.27,39.17,7.38,6.135,5.92,367,50.73,16.82,1,1,0,0,1,1,2,16273
236,233,14.59,0.44118,14.59,0.22059,48.42,8.34,14.095,14.6,21.4,24,36,3.29,37.72,19.55,12.51,22,66,7.29,367,2.5,3.2,1,1,1,1,1,1,2,16274
236,237,10.16,0.26471,10.16,0.088235,28.97,4.99,3.755,25.6,25.6,5.74,0,2.34,10,15.55,15.83,22,0,4,367,1.5,5.04,1,1,1,1,1,1,2,16275
236,237,10.16,0.26471,10.16,0.088235,28.97,4.99,3.755,25.6,25.6,5.74,0,2.34,10,15.55,15.83,22,0,4,367,1.5,5.04,1,1,1,1,1,1,2,16276
340,399,59.36,3.5082,50.47,1.7541,358.53,61.75,37.3,19.6,19.6,20,35,4,20.38,13.88,36.66,20,5,2.83,72,19.88,10.53,1,1,0,1,1,1,1,16277
220,29,69.12,4.7753,69.12,2.3876,440.73,75.9,73.75,31.4,32.8,8.06,10.6,5.61,32.8,26.15,28.41,3.38,0,3.26,88.5,27.06,9.46,1,1,0,0,1,1,1,16278
220,29,69.12,4.7753,69.12,2.3876,440.73,75.9,73.75,31.4,32.8,8.06,10.6,5.61,32.8,26.15,28.41,3.38,0,3.26,88.5,27.06,9.46,1,1,0,0,1,1,1,16279
220,29,69.12,4.7753,69.12,2.3876,440.73,75.9,72.8,31.4,32.8,13.06,13.75,5.61,32.8,26.15,27.53,3.76,0,3.26,88.5,27.06,9.46,1,1,0,0,1,1,2,16280
220,29,69.12,4.7753,69.12,2.3876,440.73,75.9,73.75,31.4,32.8,8.06,10.6,5.61,32.8,26.15,28.41,3.38,0,3.26,88.5,27.06,9.46,1,1,0,0,1,1,2,16281
1365,1378,30.43,1.3959,30.43,0.69794,149.78,25.8,0,0,0,0,0,0,0,0,0,0,0,0,132,7.91,0,1,1,1,1,0,0,1,16282
519,543,36.67,2.76,36.67,1.38,279.97,48.22,72.435,15.4,15.4,19.5,34.13,4.24,33.075,28.07,31.23,24,10,3.06,46.5,15.64,13.9,1,1,0,1,1,1,1,16283
519,543,32.66,2.76,32.66,1.38,279.97,48.22,72.615,15.4,15.4,18.5,12.5,4.24,38.845,30.9,28.09,17,5,3.06,46.5,15.64,13.15,1,1,0,1,1,1,1,16284
1134,1145,23.17,0.74824,23.17,0.37412,82.08,14.14,17.835,15.8,15.8,24,0,2.12,6,13.12,13.33,11.25,0,1.66,147,4.24,2.84,1,1,1,0,1,1,1,16285
782,873,84.53,5.3188,69.4,2.6594,575.69,99.15,68.575,23,23,19.5,30,7.28,55.605,19.06,19.06,11.25,11.25,5.27,57.5,30.14,3.78,1,1,0,0,1,1,1,16286
782,246,130.34,11.706,122.08,5.0629,1076.46,185.39,0,0,0,0,0,0,0,0,0,0,0,0,57.5,57.38,0,1,1,0,0,0,0,1,16287
782,1096,197.45,14.654,167.7,7.3271,1436.11,247.33,0,0,0,0,0,0,0,0,0,0,0,0,57.5,83.04,0,1,1,0,0,0,0,1,16288
1160,12,140.88,9.6112,140.88,4.8056,802.39,138.19,0,0,0,0,0,0,54.2,26.25,28.45,7.5,0,4.6,38.5,45.51,13.14,1,1,0,0,0,1,6,16289
1160,12,108.91,9.6112,108.91,4.8056,802.39,138.19,0,0,0,0,0,0,55.6,26.25,26.12,17.5,0,4.6,38.5,45.51,13.14,1,1,0,0,0,1,1,16290
483,315,72.36,7.7118,72.36,3.8559,761.11,131.08,118.19,21.2,21.2,21.57,42.5,7.34,58,28.21,31.66,21.57,0,5.66,53.5,43.7,14.77,1,1,0,0,1,1,1,16291
1389,1381,112.36,5.7212,112.36,2.8606,627.48,108.07,0,0,0,0,0,0,0,0,0,0,0,0,44,32.42,0,1,1,0,0,0,0,1,16292
1389,1381,119.02,5.7212,119.02,2.8606,627.48,108.07,0,0,0,0,0,0,0,0,0,0,0,0,44,32.42,0,1,1,0,0,0,0,1,16293
256,265,28.54,1.3924,28.54,0.69618,145.28,25.02,59.245,4.6,8.8,5,15,2.23,48.495,3.24,8.8,12,15,2.23,89.5,7.89,0.73,1,1,0,0,0,0,1,16294
256,265,28.54,1.3924,28.54,0.69618,145.28,25.02,59.245,4.6,8.8,5,15,2.23,48.495,3.24,8.8,12,15,2.23,89.5,7.89,0.73,1,1,0,0,0,0,1,16295
1158,946,72.07,4.7841,72.07,2.3921,460.76,79.35,0,0,0,0,0,0,27,32.17,32.17,7.5,0,2.4,50.5,27.11,8.02,1,1,0,0,0,1,1,16296
1158,946,72.07,4.7841,72.07,2.3921,460.76,79.35,0,0,0,0,0,0,27,32.17,32.17,7.5,0,2.4,50.5,27.11,8.02,1,1,0,0,0,1,1,16297
1158,5,131.36,8.7518,131.36,4.3759,749.77,129.13,0,0,0,0,0,0,54.2,17.97,21.57,7.5,0,4.6,50.5,40.64,8.02,1,1,0,0,0,1,6,16298
1158,5,131.36,8.7518,131.36,4.3759,749.77,129.13,0,0,0,0,0,0,54.2,17.97,21.57,7.5,0,4.6,50.5,40.64,8.02,1,1,0,0,0,1,6,16299
433,427,31.76,1.9376,30.47,0.96882,150.42,25.91,49.025,13.4,12.2,19.5,11,4.24,31.785,12.66,9.67,19.5,23.125,4.505,93,10.98,2.68,1,1,1,1,1,1,1,16300
181,195,30.68,2.0982,30.68,1.0491,216.66,37.31,60.215,13.4,16.2,14,28.5,3.78,27.155,31.82,33.73,9,12.5,3.62,46.5,11.89,15.78,1,1,0,1,1,1,1,16301
181,194,39.34,2.7988,39.34,0.93294,260.86,44.93,83.14,11.4,11.8,15,13.75,3.78,6.005,29.85,29.2,7.88,0,2.12,46.5,15.86,15.04,1,1,0,1,1,1,2,16302
1119,26,150.05,11.746,150.05,5.8732,1053.41,181.42,102.66,15,15.6,20.5,14.25,7.55,78.8,19.14,17.33,13.75,0,5.54,64.5,57.61,5.39,1,1,0,0,1,1,6,16303
1119,5,114.06,11.759,114.06,5.8794,1057.97,182.21,108.52,9.4,10,20,18,7.55,81.6,13.21,11.73,17.5,0,5.54,64.5,57.68,5.39,1,1,0,0,1,1,1,16304
1119,5,96.73,11.754,96.73,5.8768,1057.97,182.21,104.35,9.4,10,20.5,20.5,7.55,81.6,12.7,11.73,20,0,5.54,64.5,57.65,5.27,1,1,0,0,1,1,1,16305
294,315,155.78,7.6641,155.78,3.8321,827.57,142.53,125.74,22.8,10.4,12,9.045,1.755,20,87.53,76.71,24,0,2.34,95,43.43,37.52,1,1,0,0,0,1,1,16306
806,397,85.12,9.0529,82.6,5.3165,846.56,145.8,79.28,5,11.4,5,43.5,3.67,30.94,9.96,72.86,17,5,3.66,159,51.3,45.34,1,1,0,0,0,1,1,16307
806,1014,114.97,8.8271,106.13,4.4135,888.68,153.05,63.135,7.6,20.4,12,9.59,3.98,102.55,27.58,27.58,10.23,9.59,5.95,159,50.02,3.52,1,1,0,0,0,1,1,16308
506,605,61.89,4.2194,57.89,1.4065,441.87,76.1,0,0,0,0,0,0,94.065,25.25,26.58,17,18.63,5.9,161,23.91,18.28,1,1,0,0,0,1,2,16309
506,605,61.89,4.2194,57.89,1.4065,441.87,76.1,0,0,0,0,0,0,94.065,25.25,26.58,17,18.63,5.9,161,23.91,18.28,1,1,0,0,0,1,2,16310
60,12,53.7,1.7294,53.7,0.57647,180.61,31.11,58.245,11.7,8,15.18,0,1.66,32.8,24.36,26.17,13.5,0,3.26,307,9.8,11.55,1,1,0,0,1,1,2,16311
60,62,22.67,0.31412,22.67,0.10471,34.57,5.95,3.915,14.8,15,3.11,0,1.66,80.11,28.72,28.57,3.5,3.25,4.92,307,1.78,11.6,1,1,1,0,1,1,2,16312
228,212,36.73,1.6235,36.73,0.54118,178.25,30.7,0,0,0,0,0,0,0,0,0,0,0,0,288,9.2,0,1,1,0,1,0,0,2,16313
228,195,38.4,2.9171,38.4,1.4585,274.82,47.33,0,0,0,0,0,0,26.31,26.4,28.35,12.88,9,3.62,288,16.53,13.16,1,1,0,1,0,1,6,16314
228,234,20.36,0.82588,20.36,0.27529,90.46,15.58,0,0,0,0,0,0,42.54,33.2,35.86,6.95,7.89,4.46,288,4.68,12.81,1,1,1,1,0,1,2,16315
504,415,53.89,4.2088,45.83,2.1044,340.39,58.62,106.55,19.2,14,12.5,0,2.12,67.975,22.41,23.23,22.5,9.57,2.23,55.5,23.85,10.62,1,1,0,1,1,1,1,16316
504,415,53.89,4.2088,45.83,2.1044,340.39,58.62,106.55,19.2,14,12.5,0,2.12,67.975,22.41,23.23,22.5,9.57,2.23,55.5,23.85,10.62,1,1,0,1,1,1,1,16317
30,12,29.41,0.32294,29.41,0.16147,32.97,5.68,12.07,4.7,5.6,3.64,0,1.66,35.6,24.2,23.51,3.38,0,3.26,82.5,1.83,18.03,0,1,1,0,1,0,3,16318
30,12,29.41,0.32294,29.41,0.16147,32.97,5.68,12.07,4.7,5.6,3.64,0,1.66,35.6,24.2,23.51,3.38,0,3.26,82.5,1.83,18.03,0,1,1,0,1,0,3,16319
725,727,18.84,0.73412,18.84,0.36706,80.5,13.86,24.365,21,21,24,0,2.12,50.175,23.25,22.36,24,25.59,4.24,71.5,4.16,8.74,1,1,1,1,1,1,1,16320
725,727,18.84,0.73412,18.84,0.36706,80.5,13.86,24.18,21,21,24,0,2.12,34.09,23.25,23.25,24,30,4.24,71.5,4.16,7.26,1,1,1,1,1,1,1,16321
725,715,23.59,0.81529,23.59,0.40765,85.12,14.66,0,0,0,0,0,0,0,0,0,0,0,0,71.5,4.62,0,1,1,1,1,0,0,1,16322
725,715,23.59,0.81529,23.59,0.40765,85.12,14.66,0,0,0,0,0,0,0,0,0,0,0,0,71.5,4.62,0,1,1,1,1,0,0,1,16323
725,728,30.08,1.4047,30.08,0.70235,154,26.52,0,0,0,0,0,0,0,0,0,0,0,0,71.5,7.96,0,1,1,1,1,0,0,1,16324
725,723,18.46,0.72,18.46,0.36,79.12,13.63,0,0,0,0,0,0,0,0,0,0,0,0,71.5,4.08,0,1,1,1,1,0,0,1,16325
1062,1430,43.8,5.6106,43.8,2.8053,442.14,76.15,62.36,26.2,26.2,24,0,2.66,27.115,23.24,37.49,9.18,0,2.12,177,22.84,19.03,1,1,0,0,1,1,1,16326
192,134,32.15,1.7629,32.15,0.88147,144.75,24.93,14,30.4,29.6,4.83,0,2.86,14,17.05,15.91,4.83,0,2.86,96.5,9.99,4.04,1,1,1,0,1,1,1,16327
192,134,31.71,1.7629,31.71,0.88147,144.75,24.93,14,30.4,29.6,3.38,0,2.86,14,16.95,16.22,3.38,0,2.86,96.5,9.99,4.04,1,1,1,0,1,1,2,16328
192,134,30.66,1.7629,30.66,0.88147,144.75,24.93,14,30.4,29.6,3.38,0,2.86,14,16.89,16.22,3.38,0,2.86,96.5,9.99,4.04,1,1,1,0,1,1,5,16329
1430,1428,28.25,0.92647,28.25,0.46324,99.81,17.19,24.61,21.8,35.2,15.26,0,2.39,4.77,26.53,24.17,6.4,0,2.12,52.5,5.25,4.7,1,1,1,1,1,1,1,16330
1430,1430,10.96,0.16235,10.96,0.081176,35.64,6.14,0,0,0,0,0,0,0,0,0,0,0,0,52.5,0.92,0,1,1,1,1,0,0,1,16331
1430,1428,28.25,0.92647,28.25,0.46324,99.81,17.19,17.785,24.5,30.8,19.5,0,2.255,8.865,28.13,16.66,16.29,0,2.39,52.5,5.25,3.27,1,1,1,1,1,1,1,16332
202,252,59.33,5.1918,59.33,2.5959,511.66,88.12,0,0,0,0,0,0,0,0,0,0,0,0,276,29.42,0,1,1,0,0,0,0,2,16333
202,252,59.33,5.1918,59.33,2.5959,511.66,88.12,0,0,0,0,0,0,0,0,0,0,0,0,276,29.42,0,1,1,0,0,0,0,2,16334
202,233,45.06,2.5553,45.06,1.2776,276.15,47.56,35.04,19.8,9.4,5,15,2.23,34.71,6.04,9.4,1.95,20,3.29,276,14.48,1.44,1,1,0,0,0,0,2,16335
202,233,45.06,2.5553,45.06,1.2776,276.15,47.56,35.04,19.8,9.4,5,15,2.23,34.71,6.04,9.4,1.95,20,3.29,276,14.48,1.44,1,1,0,0,0,0,2,16336
1415,1415,17.98,0.76235,17.98,0.38118,185.77,31.99,0,0,0,0,0,0,0,0,0,0,0,0,151,4.32,0,1,1,0,1,0,0,1,16337
1415,1415,17.98,0.76235,17.98,0.38118,185.77,31.99,0,0,0,0,0,0,0,0,0,0,0,0,151,4.32,0,1,1,0,1,0,0,1,16338
1415,1415,17.98,0.76235,17.98,0.38118,185.77,31.99,0,0,0,0,0,0,0,0,0,0,0,0,151,4.32,0,1,1,0,1,0,0,1,16339
776,349,93.57,8.15,83.55,3.285,667.22,114.91,56.04,14.8,10.8,7.5,11.54,2.12,22.545,37.84,46.38,22,33,3.56,105.5,37.23,33.35,1,1,0,0,1,1,5,16340
776,349,93.57,8.15,83.55,3.285,667.22,114.91,56.04,14.8,10.8,7.5,11.54,2.12,22.545,37.84,46.38,22,33,3.56,105.5,37.23,33.35,1,1,0,0,1,1,5,16341
776,776,6.8,0.12353,6.8,0.061765,19.78,3.41,0,0,0,0,0,0,0,0,0,0,0,0,105.5,0.7,0,1,1,1,1,0,0,3,16342
776,776,6.82,0.12353,6.82,0.061765,19.78,3.41,0,0,0,0,0,0,0,0,0,0,0,0,105.5,0.7,0,1,1,1,1,0,0,3,16343
776,776,6.82,0.12353,6.82,0.061765,19.78,3.41,0,0,0,0,0,0,0,0,0,0,0,0,105.5,0.7,0,1,1,1,1,0,0,3,16344
776,776,6.8,0.12353,6.8,0.061765,19.78,3.41,0,0,0,0,0,0,0,0,0,0,0,0,105.5,0.7,0,1,1,1,1,0,0,3,16345
776,752,44.55,2.3629,44,1.1815,210.83,36.31,69.25,16.6,26.4,19.5,24.37,2.12,51.275,26.43,29.64,15.75,22.5,2.84,105.5,13.39,8.83,1,1,0,1,1,1,1,16346
776,766,19.22,0.74471,19.22,0.37235,81.7,14.07,18.575,5,5.2,10,15,1.06,23.755,16.84,5.2,3.75,15,1.78,105.5,4.22,3.93,1,1,1,1,0,0,1,16347
776,796,50.22,2.3347,42.25,1.1674,255.31,43.97,69.45,27,24.2,24,21.93,3.9,66.275,17.31,24.42,15.75,13.75,3.67,105.5,13.23,2.42,1,1,0,1,1,1,1,16348
776,752,44.55,2.3629,44,1.1815,210.83,36.31,69.25,16.6,26.4,19.5,24.37,2.12,51.275,26.43,29.64,15.75,22.5,2.84,105.5,13.39,8.83,1,1,0,1,1,1,1,16349
776,752,44.4,1.9235,44.4,0.96176,210.83,36.31,61.17,16.6,16.6,24,23.18,2.12,49.17,26.52,30.21,15.75,22.5,2.84,105.5,10.9,8.83,1,1,0,1,1,1,1,16350
776,759,28.31,1.3588,28.31,0.67941,148.37,25.55,38.495,26.8,26.8,24,45,2.12,40.12,26.68,26.68,22,25,3.67,105.5,7.7,7.68,1,1,1,1,1,1,1,16351
776,777,15.14,0.31765,15.14,0.15882,34.65,5.97,4.86,12.2,12.2,18.18,0,2.12,9,34.84,33.62,7.5,0,1.66,105.5,1.8,7.86,1,1,1,1,1,1,1,16352
1327,1069,110.99,16.524,110.99,8.2618,1505.01,259.2,0,0,0,0,0,0,37.835,74.59,55.1,15.75,18.75,3.67,59.5,84.68,77.84,1,1,0,0,0,1,1,16353
1327,1250,139.24,18.383,139.24,6.1276,1560.85,268.81,0,0,0,0,0,0,0,0,0,0,0,0,59.5,104.17,0,1,1,0,0,0,0,2,16354
1327,1330,16.42,0.66706,16.42,0.33353,72.99,12.57,0,0,0,0,0,0,0,0,0,0,0,0,59.5,3.78,0,1,1,1,1,0,0,2,16355
1327,1332,16.83,0.68118,16.83,0.34059,74.85,12.89,0,0,0,0,0,0,9.11,23.04,21.94,18.75,0,2.12,59.5,3.86,5.52,1,1,1,1,0,1,2,16356
1327,1330,16.42,0.66706,16.42,0.33353,72.99,12.57,0,0,0,0,0,0,0,0,0,0,0,0,59.5,3.78,0,1,1,1,1,0,0,2,16357
1327,1332,16.83,0.68118,16.83,0.34059,74.85,12.89,0,0,0,0,0,0,9.11,23.04,21.94,18.75,0,2.12,59.5,3.86,5.52,1,1,1,1,0,1,2,16358
1323,1323,13.06,0.45529,13.06,0.22765,63.83,10.99,0,0,0,0,0,0,0,0,0,0,0,0,125,2.58,0,1,1,1,1,0,0,1,16359
1220,188,182.35,21.152,179.22,10.576,1437.39,247.55,0,0,0,0,0,0,150.16,25.7,16.78,12.11,20.25,8.07,52.5,88.58,21.69,1,1,0,0,0,1,6,16360
1220,188,132.6,17.161,132.6,8.5806,1437.39,247.55,0,0,0,0,0,0,141.25,18.06,16.78,13.23,23.5,8.07,52.5,79.34,21.69,1,1,0,0,0,1,6,16361
103,10,34.21,0.55588,34.21,0.27794,59.43,10.24,12.6,16.8,16.8,3.09,0,1.66,29.4,25.3,24.64,3.38,0,3.26,41,3.15,11.43,1,1,1,0,1,1,5,16362
103,10,34.21,0.55588,34.21,0.27794,59.43,10.24,12.6,16.8,16.8,4.15,0,1.66,29.4,25.3,23.75,5.21,0,3.26,41,3.15,11.43,1,1,1,0,1,1,5,16363
103,331,137.82,11.426,132.55,5.7132,1154.4,198.81,174.93,24.6,32.6,19.5,51.54,7.77,146.62,21.83,24.89,22,40.59,5.82,41,64.75,5.41,1,1,0,0,1,1,1,16364
103,331,137.82,11.426,132.55,5.7132,1154.4,198.81,165.81,35,35.6,15.58,19.04,8.01,144.25,25.03,25,19.84,23.45,5.66,41,64.75,5.41,1,1,0,0,1,1,1,16365
1301,1252,95.63,9.9335,95.63,4.9668,1010.01,173.95,0,0,0,0,0,0,0,0,0,0,0,0,27.5,56.29,0,1,1,0,0,0,0,1,16366
1301,1252,95.63,9.9335,95.63,4.9668,1010.01,173.95,0,0,0,0,0,0,0,0,0,0,0,0,27.5,56.29,0,1,1,0,0,0,0,1,16367
758,885,72.07,10.156,72.07,5.0779,958.24,165.03,71.89,12,11.2,7.5,9.75,4.11,52.455,12,12.62,7.5,3.75,3.16,64.5,57.55,3.24,1,1,0,0,0,0,1,16368
758,849,106.76,6.8224,74.27,3.4112,656.67,113.09,105.92,20.4,20.4,17,26,6.72,66.375,21.66,21.99,15.75,17.25,4.71,64.5,38.66,6.48,1,1,0,0,1,1,1,16369
758,768,48.62,2.8888,44.23,1.4444,271.2,46.71,0,0,0,0,0,0,0,0,0,0,0,0,64.5,16.37,0,1,1,0,0,0,0,1,16370
711,714,106.11,8.6806,106.11,4.3403,766.49,132.01,0,0,0,0,0,0,0,0,0,0,0,0,49,49.19,0,1,1,0,0,0,0,1,16371
711,714,106.11,8.6806,106.11,4.3403,766.49,132.01,0,0,0,0,0,0,0,0,0,0,0,0,49,49.19,0,1,1,0,0,0,0,1,16372
1157,4,134.71,8.6388,134.71,4.3194,715.34,123.2,0,0,0,0,0,0,52.8,21.7,22.1,11.25,0,4.6,73.5,40,11.3,1,1,0,0,0,1,6,16373
1121,1122,24.93,1.0412,24.93,0.52059,114.33,19.69,24.965,20,20,24,27.5,4.24,32.585,19.49,17.11,16.07,11.25,3.67,114,5.9,3.51,1,1,1,1,1,1,2,16374
